similarity_pct,product_a,product_b
87%,PVC ADAPTABLE BOX 9X9X2,PVC ADAPTABLE BOX 3X3X3
87%,PVC ADAPTABLE BOX 9X9X2,PVC ADAPTABLE BOX 6X6X3
87%,PVC ADAPTABLE BOX 9X9X2,PVC ADAPTABLE BOX 6X6X4
87%,PVC ADAPTABLE BOX 9X9X2,PVC ADAPTABLE BOX 4X4X3
87%,PVC BOX SURFACE 3X6 - DUAL,PVC BOX SURFACE 3X3 - DD
87%,"PVC REDUCER BUSH HP 1/2""","PVC REDUCER BUSH HP 4X3"""
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 6X6X3
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 6X6X4
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 9X9X3
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 9X9X4
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 9X6X3
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 4X4X2
87%,PVC ADAPTABLE BOX 3X3X3,PVC ADAPTABLE BOX 4X4X3
87%,"PVC MALE SOCKET HP 2""","PVC FEMALE SOCKET HP 1-1/2"""
87%,PVC ADAPTABLE BOX 6X6X3,PVC ADAPTABLE BOX 9X9X4
87%,PVC ADAPTABLE BOX 6X6X3,PVC ADAPTABLE BOX 3X3X2
87%,PVC ADAPTABLE BOX 6X6X3,PVC ADAPTABLE BOX 4X4X2
87%,PVC ADAPTABLE BOX 6X6X4,PVC ADAPTABLE BOX 9X9X3
87%,PVC ADAPTABLE BOX 6X6X4,PVC ADAPTABLE BOX 3X3X2
87%,PVC ADAPTABLE BOX 6X6X4,PVC ADAPTABLE BOX 4X4X2
87%,PVC ADAPTABLE BOX 6X6X4,PVC ADAPTABLE BOX 4X4X3
87%,PVC ADAPTABLE BOX 9X9X3,PVC ADAPTABLE BOX 3X3X2
87%,PVC ADAPTABLE BOX 9X9X3,PVC ADAPTABLE BOX 4X4X2
87%,"PVC MALE SOCKET HP 1""","PVC FEMALE SOCKET HP 1-1/2"""
87%,PVC ADAPTABLE BOX 9X9X4,PVC ADAPTABLE BOX 3X3X2
87%,PVC ADAPTABLE BOX 9X9X4,PVC ADAPTABLE BOX 4X4X2
87%,PVC ADAPTABLE BOX 9X9X4,PVC ADAPTABLE BOX 4X4X3
87%,PVC ADAPTABLE BOX 9X6X3,PVC ADAPTABLE BOX 3X3X2
87%,PVC ADAPTABLE BOX 9X6X3,PVC ADAPTABLE BOX 4X4X2
87%,PVC ADAPTABLE BOX 3X3X2,PVC ADAPTABLE BOX 4X4X3
87%,PVC CONDUIT PIPE 50MM,PVC CONDUIT PIPE 25MM BLK
87%,PVC CONDUIT PIPE 32MM,PVC CONDUIT PIPE 25MM BLK
87%,PVC CONDUIT PIPE 25MM BLK,PVC CONDUIT PIPE 20MM
87%,SWITCH 20A DP+NEON - MILAC,SWITCH 20A DP+NEON - A&T
87%,SWITCH 45A DP+NEON - MILAC,SWITCH 45A DP +NEON BRC
87%,SWITCH 20A DP+NEON - A&T,SWITCH 20A DP+NEON - TENBY
87%,SWITCH 20A DP+NEON - SWE,SWITCH 20A DP+NEON - TENBY
87%,SWITCH 10A 4G 1W - SCHNEIDER/VIVACE,SWITCH 16A 1G 2W AS - SCHNEIDER/VIVACE
87%,SWITCH 10A 4G 2W - SCHNEIDER/VIVACE,SWITCH 16A 2G 1W AS - SCHNEIDER/VIVACE
87%,BRASS WOOD SCREWS 10X63,BRASS WOOD SCREWS 12X75
87%,BRASS WOOD SCREWS 10X63,BRASS WOOD SCREWS 12X50
87%,BRASS WOOD SCREWS 6X20,BRASS WOOD SCREWS 12X100
87%,BRASS WOOD SCREWS 6X20,BRASS WOOD SCREWS 10X100
87%,BRASS WOOD SCREWS 8X20,BRASS WOOD SCREWS 12X100
87%,BRASS WOOD SCREWS 8X20,BRASS WOOD SCREWS 10X100
87%,BRASS WOOD SCREWS 8X50,BRASS WOOD SCREWS 12X100
87%,BRASS WOOD SCREWS 8X50,BRASS WOOD SCREWS 10X100
87%,BRASS WOOD SCREWS 12X100,BRASS WOOD SCREWS 8X40
87%,BRASS WOOD SCREWS 12X75,BRASS WOOD SCREWS 10X40
87%,BRASS WOOD SCREWS 10X75,BRASS WOOD SCREWS 12X50
87%,BRASS WOOD SCREWS 10X40,BRASS WOOD SCREWS 12X50
87%,DUCT EX FAN 200MM - ADMORE,DUCT EX FAN 200MM - MODI
87%,E SAVING LAMP 15W E27 TORNADO - PHILIPS,E SAVING LAMP 11W E27 DL - PHILIPS
87%,E SAVING LAMP 15W E27 TORNADO - PHILIPS,E SAVING LAMP 14W E27 DL - PHILIPS
87%,E SAVING LAMP 15W E27 TORNADO - PHILIPS,E SAVING LAMP 18W E27 DL - PHILIPS
87%,E SAVING LAMP 12W E27 TORNADO - PHILIPS,E SAVING LAMP 11W E27 DL - PHILIPS
87%,E SAVING LAMP 12W E27 TORNADO - PHILIPS,E SAVING LAMP 14W E27 DL - PHILIPS
87%,E SAVING LAMP 12W E27 TORNADO - PHILIPS,E SAVING LAMP 18W E27 DL - PHILIPS
87%,E SAVING LAMP 12W E27 TORNADO - PHILIPS,E SAVING LAMP 23W E27 DL - PHILIPS
87%,E SAVING LAMP 18W E27 TORNADO - PHILIPS,E SAVING LAMP 18W E27 WW - PHILIPS
87%,E SAVING LAMP 18W E27 TORNADO - PHILIPS,E SAVING LAMP 11W E27 DL - PHILIPS
87%,E SAVING LAMP 18W E27 TORNADO - PHILIPS,E SAVING LAMP 14W E27 DL - PHILIPS
87%,E SAVING LAMP 20W E27 TORNADO - PHILIPS,E SAVING LAMP 23W E27 DL - PHILIPS
87%,EMERGENCY STOP PUSH BUTTON - ABB,EMERGENCY STOP PUSH BUTTON MUSHROOM - ABB
87%,EX FAN ROUND 15CM GLASS MOUNT - VETO,EX FAN ROUND 15CM GLASS MOUNT-SINAR
87%,FLY KILLER TUBE T5 6W BL-TOSHIBA,FLY KILLER TUBE T8 10W BL - TOSHIBA/NEC
87%,FLY KILLER TUBE T5 6W BL-TOSHIBA,FLY KILLER TUBE T8 15W BL - NEC/TOSHIBA
87%,FLY KILLER TUBE T5 8W Bl - TOSHIBA,FLY KILLER TUBE T8 10W BL - TOSHIBA/NEC
87%,FLY KILLER TUBE T5 8W Bl - TOSHIBA,FLY KILLER TUBE T8 15W BL - NEC/TOSHIBA
87%,GI H.NUT M5,GI H.NUT M10
87%,GI H.NUT M3,GI H.NUT M10
87%,GI H.NUT M4,GI H.NUT M10
87%,GI H.NUT M10,GI H.NUT M6
87%,GI H.NUT M10,GI H.NUT M8
87%,GLS LAMP 40W 240V E27 OPAL,GLS LAMP 40W 24V E27
87%,GLS LAMP 60W 24V E27,GLS LAMP 60W 240V E27 - VETO
87%,IND MOBILE SOCKET 415V 63A 3P+E,IND MOBILE SOCKET 415V 63A 3P IP67 - ABB
87%,IND MOBILE SOCKET 415V 63A 3P+E,IND MOBILE SOCKET 415V 32A 3P+N+E - IP67
87%,IND WALL SOCKET 415V 63A 3P+N+E,IND WALL SOCKET 415V 32A 3P+N+E WP - PCE
87%,IND WALL SOCKET 415V 63A 3P+N+E - IP67,IND WALL SOCKET 415V 32A 3P+E - PCE
87%,IND MOBILE SOCKET 415V 32A 2P+E,IND MOBILE SOCKET 415V 32A 3P+N+E - IP67
87%,MCB PLUG IN TYPE 3P 20A,MCB PLUG IN TYPE SP 15A
87%,MCB PLUG IN TYPE 3P 20A,MCB PLUG IN TYPE SP 63A
87%,MCB PLUG IN TYPE 3P 50A,MCB PLUG IN TYPE SP 63A
87%,MCB PLUG IN TYPE 3P 50A,MCB PLUG IN TYPE SP 32A
87%,MCB PLUG IN TYPE SP 10A,MCB PLUG IN TYPE 3P 63A
87%,MCB PLUG IN TYPE SP 10A,MCB PLUG IN TYPE 3P 32A
87%,MCB PLUG IN TYPE SP 15A,MCB PLUG IN TYPE 3P 63A
87%,MCB PLUG IN TYPE SP 15A,MCB PLUG IN TYPE 3P 32A
87%,MCB PLUG IN TYPE 3P 63A,MCB PLUG IN TYPE SP 20A
87%,MCB PLUG IN TYPE 3P 63A,MCB PLUG IN TYPE SP 40A
87%,MCB PLUG IN TYPE SP 40A,MCB PLUG IN TYPE 3P 32A
87%,MECHINE SCREWS M3.5X32MM,MECHINE SCREWS M4X20MM
87%,MECHINE SCREWS M3.5X32MM,MECHINE SCREWS M5X50MM
87%,MECHINE SCREWS M3.5X32MM,MECHINE SCREWS M3X40MM
87%,MECHINE SCREWS M3.5X32MM,MECHINE SCREWS M4X12MM
87%,MECHINE SCREWS M4X32MM,MECHINE SCREWS M3.0X20MM
87%,MECHINE SCREWS M4X32MM,MECHINE SCREWS M3.5X25MM
87%,MECHINE SCREWS M4X32MM,MECHINE SCREWS M3.5X63MM
87%,MECHINE SCREWS M4X40MM,MECHINE SCREWS M3.0X20MM
87%,MECHINE SCREWS M4X40MM,MECHINE SCREWS M3.5X50MM
87%,MECHINE SCREWS M4X50MM,MECHINE SCREWS M3.0X20MM
87%,MECHINE SCREWS M4X50MM,MECHINE SCREWS M3.5X75MM
87%,MECHINE SCREWS M4X50MM,MECHINE SCREWS M3.5X25MM
87%,MECHINE SCREWS M4X50MM,MECHINE SCREWS M3.5X40MM
87%,MECHINE SCREWS M3.0X20MM,MECHINE SCREWS M5X50MM
87%,MECHINE SCREWS M3.0X20MM,MECHINE SCREWS M4X25MM
87%,MECHINE SCREWS M3.0X20MM,MECHINE SCREWS M4X12MM
87%,MECHINE SCREWS M4X20MM,MECHINE SCREWS M3.5X50MM
87%,MECHINE SCREWS M4X20MM,MECHINE SCREWS M3.5X25MM
87%,MECHINE SCREWS M4X20MM,MECHINE SCREWS M3.5X40MM
87%,MECHINE SCREWS M3.5X75MM,MECHINE SCREWS M5X20MM
87%,MECHINE SCREWS M3.5X75MM,MECHINE SCREWS M3X40MM
87%,MECHINE SCREWS M3.5X75MM,MECHINE SCREWS M3X30MM
87%,MECHINE SCREWS M3.5X75MM,MECHINE SCREWS M3X12MM
87%,MECHINE SCREWS M3.5X75MM,MECHINE SCREWS M4X25MM
87%,MECHINE SCREWS M3.5X16MM,MECHINE SCREWS M5X50MM
87%,MECHINE SCREWS M3.5X16MM,MECHINE SCREWS M5X20MM
87%,MECHINE SCREWS M3.5X16MM,MECHINE SCREWS M3X40MM
87%,MECHINE SCREWS M3.5X16MM,MECHINE SCREWS M3X30MM
87%,MECHINE SCREWS M3.5X16MM,MECHINE SCREWS M4X12MM
87%,MECHINE SCREWS M3.5X50MM,MECHINE SCREWS M3X12MM
87%,MECHINE SCREWS M4X16MM,MECHINE SCREWS M3.5X63MM
87%,MECHINE SCREWS M5X50MM,MECHINE SCREWS M3.5X63MM
87%,MECHINE SCREWS M3.5X25MM,MECHINE SCREWS M3X40MM
87%,MECHINE SCREWS M3.5X25MM,MECHINE SCREWS M3X30MM
87%,MECHINE SCREWS M3.5X25MM,MECHINE SCREWS M4X12MM
87%,MECHINE SCREWS M5X20MM,MECHINE SCREWS M3.5X63MM
87%,MECHINE SCREWS M3X40MM,MECHINE SCREWS M3.5X63MM
87%,MECHINE SCREWS M3X12MM,MECHINE SCREWS M3.5X40MM
87%,MECHINE SCREWS M3X12MM,MECHINE SCREWS M3.5X63MM
87%,METAL HALLIDE/SODIUM BALLAST 125W,METAL HALLIDE/SODIUM BALLAST 400W - VS
87%,METAL HALLIDE/SODIUM BALLAST 1000W,METAL HALLIDE/SODIUM BALLAST 35W - VS
87%,METAL HALLIDE LAMP 400W 240V E40 - GE,METAL HALLIDE LAMP 70W 240V G12 - GE
87%,NAIL CLIP ROUND 25MM LOOSE,NAIL CLIP ROUND 25MM
87%,NAIL CLIP ROUND 12MM LOOSE,NAIL CLIP ROUND 12MM
87%,NAIL CLIP ROUND 20MM LOOSE,NAIL CLIP ROUND 20MM
87%,PHOTOCELL SWITCH W BRACKET 25A,PHOTOCELL SWITCH W BRACKET 25A- KSML1600
87%,PIGMY LAMP 240V 15W B22,PIGMY LAMP 240V 15W E17
87%,PIGMY LAMP 240V 15W B22,PIGMY LAMP 240V 15W E14
87%,PIGMY LAMP 240V 15W E27,PIGMY LAMP 240V 15W B15
87%,PIGMY LAMP 240V 15W E27,PIGMY LAMP 240V 25W E14
87%,PIGMY LAMP 240V 25W E17,PIGMY LAMP 240V 15W B15
87%,PIGMY LAMP 240V 15W B15,PIGMY LAMP 240V 25W E14
87%,PL LAMP 13W 240V 4PIN DL/WW - OSRAM,PL LAMP 26W 240V 2PIN DL/WW/CW-OSRAM
87%,RCCB 4P 100A 30MA - HAGER,RCCB 4P 63A 300MA - HAGER
87%,RCCB 4P 25A 30MA - HAGER,RCCB 4P 100A 300MA - HAGER
87%,RCCB 4P 100A 300MA - ADMORE,RCCB 4P 100A 300MA - GE
87%,RCCB 4P 100A 300MA - HAGER,RCCB 4P 100A 300MA - ABB
87%,RCCB 4P 100A 300MA - HAGER,RCCB 4P 63A 30MA - HAGER
87%,RJ45 DATA OUTLET SINGLE,RJ45 DATA SOCKET SINGLE
87%,WP ISOLATOR 35A TPN - RR,WP ISOLATOR 35A TPN - THAO
87%,SOLDERING IRON 100W 240V HD - CROWNMAN,SOLDERING IRON 100W 240V HD - TOTAL
87%,CERAMIC CONNECTOR 30A1W,CERAMIC CONNECTOR 15A2W
87%,"COPPER MALE SOCKET 1/2""",COPPER FEMALE SOCKET-3/4''
87%,POLY SHEET - 200 MICRON,POLYTHENE SHEET 200 MICRO
87%,MAGNETIC CONTACTOR 24V 30A 2P -PRC,MAGNETIC CONTACTOR 24V 30A 3P -FURNAS
87%,CORD END TERMINALS (BOOT LUG) 25MM (BLACK),CORD END TERMINALS (BOOT LUG) 6MM
87%,CORD END TERMINALS (BOOT LUG) 25MM (BLACK),CORD END TERMINALS (BOOT LUG) 4MM
87%,CONTROL CABLE  SHIELDED FLEXIBLE 4CX0.75MM - SEECAB,CONTROL CABLE SHIELDED  FLEXIBLE  2CX0.5MM -SANA KABLO
87%,CHANGE OVER SWITCH 125A 4P 415V W ENCLOUSURE - HAVELLS,CHANGE OVER SWITCH  32A 4P 415V W ENCLOSURE - LW28
87%,LED PANEL SQ 600X600MM FLUSH 60W WH - MODI,LED PANEL SQ 600X600MM FLUSH  80W - MAX
87%,LED PANEL SQ 600X600MM FLUSH 40W - HYUNDAI,LED PANEL SQ 600X600MM FLUSH  80W - MAX
87%,LED FITTING W DIFFUCER 4FT 32W- MX,LED FITTING W DIFFUCER 4FT 32W T5 120S  - VMAX
87%,LED DICHROIC LAMP 7W GU5.3 MR16 WW-V MAX,LED DICHROIC LAMP 6/7W GU10 WW - V MAX
87%,LED DICHROIC LAMP 6/7W GU10 DL  - V MAX,LED DICHROIC LAMP 7W GU5.3 MR16 DL-V MAX
87%,CABLE FLEXIBLE 3CX10MM  100YDS - MESC,CABLE FLEXIBLE 3CX0.75MM 100YDS BLACK - MESC
87%,CABLE FLEXIBLE 2CX0.5MM OVAL - BLK  (LOOSE),CABLE FLEXIBLE 2CX1.00MM OVAL WH  LOOSE
87%,CABLE FLEXIBLE 3CX2.5MM - 100YDS (TURKEY),CABLE FLEXIBLE 3CX1.0MM WH- 80YDS TURKEY
87%,PVC SPIRAL WRAPING BAND M24X10MTR-WHI,PVC SPIRAL WRAPING BAND M12X10MTR- BLACK
87%,PVC SPIRAL WRAPING BAND M10X10MTR- BLACK,PVC SPIRAL WRAPING BAND M12X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M10X10MTR- BLACK,PVC SPIRAL WRAPING BAND M15X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M10X10MTR- BLACK,PVC SPIRAL WRAPING BAND M19X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M12X10MTR- BLACK,PVC SPIRAL WRAPING BAND M10X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M12X10MTR- BLACK,PVC SPIRAL WRAPING BAND M15X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M12X10MTR- BLACK,PVC SPIRAL WRAPING BAND M19X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M15X10MTR- BLACK,PVC SPIRAL WRAPING BAND M12X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M15X10MTR- BLACK,PVC SPIRAL WRAPING BAND M10X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M15X10MTR- BLACK,PVC SPIRAL WRAPING BAND M19X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M19X10MTR- BLACK,PVC SPIRAL WRAPING BAND M12X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M19X10MTR- BLACK,PVC SPIRAL WRAPING BAND M10X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M19X10MTR- BLACK,PVC SPIRAL WRAPING BAND M15X10MTR-WHI
87%,PVC SPIRAL WRAPING BAND M24X10MTR- BLACK,PVC SPIRAL WRAPING BAND M12X10MTR-WHI
87%,PVC ADAPTABLE BOX WP 100X100X70 - MAXTON,PVC ADAPTABLE BOX WP 100x100x50 - ANDELI
87%,PVC ADAPTABLE BOX WP 200X150X100 -ANDELI,PVC ADAPTABLE BOX WP 250X150X100 -VOLT
87%,PVC JUNCTION BOX 20MM 2W ANGLE BLK - DD,PVC JUNCTION BOX 20MM 2W THROUGH BLK -DD
87%,PVC ADAPTABLE BOX WP 200X200X130 -ANDELI,PVC ADAPTABLE BOX WP 200X200X100 - VOLT
87%,EX FAN PVC SQUARE 25CM - WINDY (HFB25E),EX FAN PVC SQUARE 20CM - WINDY (HFB20E) KOREA
87%,IND MALE PLUG 220V 32A 2P+E - (PCE) IP67,IND MALE PLUG 380/415V 32A  3P+E - (PCE) IP67
87%,IND MALE PLUG 220V 63A 2P+E - (PCE) IP67,IND MALE PLUG 380/415V 63A 3P+E - (PCE) IP67
87%,IND MOBILE SOCKET 415V 63A 3P IP67 - ABB,IND MOBILE SOCKET 415V 32A 3P+N+E - IP67
87%,IND MALE PLUG 220V 16A 2P+E  - (PCE) IP67,IND MALE PLUG 380/415V 16A 3P+E - PCE IP67
87%,METAL HALLIDE/SODIUM BALLAST 250W - NIKKON,METAL HALLIDE/SODIUM BALLAST 150W - VS
87%,METAL HALLIDE LAMP 250W 240V E40 - PHILIPS,METAL HALLIDE LAMP 150W 240V E40 NDL
87%,METAL HALLIDE/SODIUM BALLAST 400W - VS,METAL HALLIDE/SODIUM BALLAST 250W - HELVER
87%,MULTI METER ANALOGUE YX360TRF - SANWA,MULTI METER ANALOGUE YX/360/TRN- SAMWA (PRC)
87%,PUSH TAPE STEEL WITH CASE 100MTR HD,PUSH TAPE STEEL WITH CASE 60MTR HD-BOLTON
87%,DATA CABLE CAT6 UTP 305MTR - GLOBAL LINK,DATA CABLE CAT6 UTP 305MTR - DIGISOL (IND)
87%,INFRARED MOTION SENSOR SURFACE - PRESTON,INFRARED MOTION SENSOR SURFACE - STARLUX
87%,LED FLOOD LIGHT 50W WW - MAX,LED FLOOD LIGHT 50W WH - MODI
87%,LED FLOOD LIGHT 200W WW - MAX,LED FLOOD LIGHT 20W WW - PRC
87%,LED MODULE 12V  GREEN - SAMSUNG,LED MODULE 12V  WH-  SAMSUNG
87%,LED STICK BULB 9W E27 - KHIND,LED STICK BULB 9W E27 - MODI
87%,"LED PANEL RD 10"" 30W FLUSH - MX","LED PANEL SQ 10"" 30W FLUSH"
87%,"LED DOWN LIGHT 8"" 30W - POLLARD","LED DOWN LIGHT 8"" 30W - MODI"
87%,LED SPIKE LIGHT 5W COLOUR - MODI,LED SPIKE LIGHT 5W - MODI
87%,LED SPIKE LIGHT 5W - MODI,LED SPIKE LIGHT 15W WW-WH - MODI
87%,CABLE SINGLE CORE 1.0MM,CABLE SINGLE CORE 10.0MM LOOSE
87%,CABLE SINGLE CORE 1.0MM,CABLE SINGLE CORE 16.0MM LOOSE
87%,CABLE SINGLE CORE 16.0MM,CABLE SINGLE CORE 6.0MM - DUCAB
87%,CABLE SINGLE CORE 16.0MM,CABLE SINGLE CORE 6.0MM LOOSE
87%,PVC ADAPTABLE BOX 4X4X3 (BLK),PVC ADAPTABLE BOX WP 4X4X3
87%,PVC CONNECTOR STRIP 100A BLACK,PVC CONNECTOR STRIP 10A
87%,"PVC REDUCER BUSH HP 1/2""","PVC REDUCER BUSH HP 1-1/2""x3/4"""
87%,PVC JUNCTION BOX 25MM Y,PVC JUNCTION BOX 25MM U WAY-DD
87%,PVC JUNCTION BOX 20MM Y,PVC JUNCTION BOX 20MM  'U' WAY - DD
87%,"PVC REDUCER BUSH HP 2X1-1/2""","PVC REDUCER BUSH HP 1""x3/4"""
87%,"PVC REDUCER BUSH HP 11/2""x1""","PVC REDUCER BUSH HP 1""x3/4"""
87%,PVC JUNCTION BOX 20MM U,PVC JUNCTION BOX 20MM  'U' WAY - DD
87%,PVC JUNCTION BOX 25MM U,PVC JUNCTION BOX 25MM U WAY-DD
87%,PVC CONNECTOR STRIP 15A,PVC CONNECTOR STRIP 15A - INDIGO
87%,PVC FEMALE ADAPTOR 20MM (BLK) -DD,PVC FEMALE ADAPTOR 20MM
87%,SW SOCKET 13A 2G GOLDEN,SW SOCKET 13A 2G - MALLIA GOLDEN
87%,SW SOCKET 13A 1G - BELANKO,SW SOCKET 13A 2G - BELANKO S -BK
87%,SW SOCKET 13A 1G - BELANKO S -BK,SW SOCKET 13A 2G - BELANKO
87%,SW SOCKET M/CLAD 13A 1G - HAILAR,SW SOCKET 13A 1G - HAILAR
87%,SW SOCKET 13A 2G - HAILAR,SW SOCKET M/CLAD 13A 2G - HAILAR
87%,SWITCH 45A DP+NEON - REXANS,SWITCH 45A DP+NEON R/E BRASS
87%,DIMMER SWITCH 500W 1G - SWE,DIMMER SWITCH  500W 1G -ADMORE
87%,DISTRIBUTION BOARD 10+6 SPN,DISTRIBUTION BOARD 6+2 TPN
87%,DISTRIBUTION BOARD 8W SPN,DISTRIBUTION BOARD 6W TPN - LS
87%,DISTRIBUTION BOARD 8W SPN,DISTRIBUTION BOARD 4W TPN - LS
87%,DISTRIBUTION BOARD 6W TPN - LS,DISTRIBUTION BOARD 4W SPN
87%,DISTRIBUTION BOARD 4W TPN - LS,DISTRIBUTION BOARD 6W SPN
87%,DRILL BIT HILTI 6X110MM,DRILL BIT HILTI 6X110MM - MAKITA
87%,EX FAN PVC SQUARE 15CM - KDK,EX FAN PVC SQUARE 25CM - MODI
87%,EX FAN PVC SQUARE 20CM - KDK,EX FAN PVC SQUARE 25CM - MODI
87%,EX FAN PVC SQUARE 25CM - KDK,EX FAN PVC SQUARE 15CM - MODI
87%,EX FAN PVC SQUARE 25CM - KDK,EX FAN PVC SQUARE 20CM - MODI
87%,EXT SOCKET 13A 4W/5MTR - PERMA,EXT SOCKET 13A 4W/5MTR - HB
87%,HALOGEN LAMP 240V 150W -SPN,HALOGEN LAMP 240V 150W 78MM
87%,INDUSTRIAL BELL 240V 100MM,INDUSTRIAL BELL DC 6V  100MM
87%,INSECT KILLER 2X10W - HYUNDAI,INSECT KILLER 2X10W - INDIGO
87%,ISOLATOR FOR DB 3P 100A - LS,ISOLATOR FOR DB 2P 100A - ABB
87%,ISOLATOR FOR DB 3P 63A - ABB,ISOLATOR FOR DB 2P 100A - ABB
87%,ISOLATOR FOR DB 3P 100A - GE,ISOLATOR FOR DB 2P 100A - ABB
87%,ISOLATOR FOR DB 3P 100A - ABB,ISOLATOR FOR DB 2P 100A - LS
87%,PRE INS. TERMINAL 1.5MM FORK,PRE INS. TERMINAL 1.5MM PIN
87%,PRE INS. TERMINAL 1.5MM MALE,PRE INS. TERMINAL 1.5MM PIN
87%,PRE INS. TERMINAL 1.5MM PIN,PRE INS. TERMINAL 4/6MM RING
87%,PRE INS. TERMINAL 2.5MM FORK,PRE INS. TERMINAL 2.5MM PIN
87%,PRE INS. TERMINAL 2.5MM MALE,PRE INS. TERMINAL 2.5MM PIN
87%,PRE INS. TERMINAL 4/6MM MALE,PRE INS. TERMINAL 4/6MM PIN
87%,PRE INS. TERMINAL 4/6MM PIN,PRE INS. TERMINAL 1.5MM RING
87%,PRE INS. TERMINAL 4/6MM PIN,PRE INS. TERMINAL 2.5MM RING
87%,PRE INS. TERMINAL 4/6MM PIN,PRE INS. TERMINAL 4/6MM FORK
87%,PRE INS. TERMINAL 4/6MM RING,PRE INS. TERMINAL 2.5MM PIN
87%,RCCB 2P 63A 300MA 240V - F & G,RCCB 2P 63A 30MA 240V-HAGER
87%,RCCB 2P 40A 300MA 240V-HAGER,RCCB 2P 63A 300MA 240V- GE
87%,RCCB 4P 40A 100MA - SCHNEIDER,RCCB 4P 63A 30MA - SCHNEIDER
87%,RCCB 2P 63A 300MA 240V - HAGER,RCCB 2P 63A 300MA 240V- LS
87%,REFLECTOR LAMP R63 40W E27,REFLECTOR LAMP R80 100W E27
87%,REFLECTOR LAMP R80 100W E27,REFLECTOR LAMP R63 60W E27
87%,WP ISOLATOR 35A DP - BENNA/SMD,WP ISOLATOR 35A TPN - BENNA
87%,SMD PANEL TP100+63+63 MCCB,SMD PANEL TPN 63+63+63 MCCB
87%,"COPPER TANK CONNECTOR 1""","COPPER TANK CONNECTOR LONG 1/2"""
87%,FIX BOLT (RAWL BOLT) 10MM (SS),FIX BOLT (RAWL BOLT) 10X100MM
87%,PLUG TOP 13A 3PIN WHITE - ADNEXT,PLUG TOP 13A 3PIN WHITE
87%,WOOD DRILL BIT FLAT 22MM,WOOD DRILL BIT FLAT 10MM /12MM
87%,COMBINATION SPANNER 16MM,"COMBINATION SPANNER 17MM , 19MM"
87%,COMBINATION SPANNER 16MM,COMBINATION SPANNER 19MM - 24MM
87%,COMBINATION SPANNER 15MM,"COMBINATION SPANNER 17MM , 19MM"
87%,COMBINATION SPANNER 15MM,COMBINATION SPANNER 19MM - 24MM
87%,SELF TAPING SCREWS 6X12MM,"SELF TAPING SCREWS 10X25MM (1"")"
87%,"SELF TAPING SCREWS 10X25MM (1"")",SELF TAPING SCREWS 8X20MM
87%,"SELF TAPING SCREWS 10X25MM (1"")",SELF TAPING SCREWS 6X20MM
87%,RCBO 1P+N 32A 30MA 240V - LS,RCBO 1P+N 20A 30MA 240V - ABB
87%,"LED SPOT LIGHT FITTING 3"" 5W - WONDERFUL","LED SPOT LIGHT FITTING 3"" 7W - WONDERFUL / AMBIENCE"
87%,LED DICHROIC LAMP 6/7W GU10 WW - V MAX,LED DICHROIC LAMP 6/7W GU10 WW DIM - V MAX/BESTAR
87%,"LED SPOT LIGHT FITTING 3"" 7W CW  (5YRS)- HYUNDAI","LED SPOT LIGHT FITTING 3"" 7W WW ( 1YRS )- MODI"
87%,LED DICHROIC LAMP 5W GU10 WW DIM - OSRAM,LED DICHROIC LAMP 5.5W GU5.3 WW NON DIM - OSRAM
87%,CABLE FLEXIBLE 2CX0.75MM OVAL BLK 100YDS,CABLE FLEXIBLE 2CX1.5MM OVAL BLK 80YDS - MESC
87%,PVC ADAPTABLE BOX WP 200X150X100 -ANDELI,PVC ADAPTABLE BOX WP 125X125X100 -IP66 ANDELI
87%,PUSH BUTTON SWITCH W KEY ON/OFF/ON DB3-BG33,PUSH BUTTON SWITCH W KEY ON/OFF XB2-BG21
87%,MAGNETIC CONTACTOR 220V 40A 3P  - SCHNEIDER,MAGNETIC CONTACTOR 24V 9A 3P 415V - SCHNEIDER
87%,MAGNETIC MINI CONTACTOR 12V DC 12A - SCHNEIDER,MAGNETIC CONTACTOR 24V AC 18A - SCHNEIDER
87%,MAGNETIC CONTACTOR 240V 25A 2P - SCHNEIDER,MAGNETIC CONTACTOR 24V 9A 3P 415V - SCHNEIDER
